accuracy,balanced_accuracy,macro_precision,macro_recall_sensitivity,macro_f1,micro_precision,micro_recall,micro_f1,auc_roc_ovr,avg_precision_ovr,ece
0.7722849357726742,0.7767226780838395,0.7875137407276925,0.7767226780838395,0.7757461048219759,0.7722849357726742,0.7722849357726742,0.7722849357726742,0.9339835984092254,0.8880466719661703,0.042772168707597015
