accuracy,balanced_accuracy,macro_precision,macro_recall_sensitivity,macro_f1,micro_precision,micro_recall,micro_f1,auc_roc_ovr,avg_precision_ovr,ece
0.7781237835733749,0.7961881287561868,0.8226305580909087,0.7961881287561868,0.7914385562256157,0.7781237835733749,0.7781237835733749,0.7781237835733749,0.9339835984092254,0.8880466719661703,0.042772168707597015
