class_id,class_name,precision,recall_sensitivity,f1,specificity,support
0,Normal,0.6377036462373933,0.8886486486486487,0.7425474254742548,0.7159367396593674,925
1,Pneumonia,0.8700173310225303,0.8655172413793103,0.867761452031115,0.9622926093514329,580
2,Tuberculosis,0.9601706970128022,0.6343984962406015,0.7640067911714771,0.9813953488372092,1064
