class_id,class_name,threshold,precision,recall_sensitivity,specificity,f1
1,Pneumonia,0.51,0.8800705467372134,0.8603448275862069,0.9658119658119658,0.8700959023539668
2,Tuberculosis,0.18,0.7430340557275542,0.9022556390977443,0.7794019933554818,0.8149405772495755
