accuracy,balanced_accuracy,macro_precision,macro_recall_sensitivity,macro_f1,micro_precision,micro_recall,micro_f1,auc_roc_ovr,avg_precision_ovr,ece
0.6305955624756715,0.6389406648027337,0.6189698868317127,0.6389406648027337,0.5657991338470754,0.6305955624756715,0.6305955624756715,0.6305955624756715,0.8844705374078711,0.7859644121096366,0.052166778668210206
